GeneID,importance,Symbol,Description
57493,0.0,HEG1,heart development protein with EGF like domains 1
84561,0.0,SLC12A8,solute carrier family 12 member 8
100847039,0.0,MIR5092,microRNA 5092
7707,0.0,ZNF148,zinc finger protein 148
105374080,0.0,LOC105374080,uncharacterized LOC105374080
105374081,0.0,LOC105374081,uncharacterized LOC105374081
114885,0.0,OSBPL11,oxysterol binding protein like 11
105374312,0.0,LOC105374312,uncharacterized LOC105374312
100302204,0.0,MIR548I1,microRNA 548i-1
102723696,0.0,LOC102723696,uncharacterized LOC102723696
100125556,0.0,FAM86JP,"family with sequence similarity 86, member A pseudogene"
200810,0.0,ALG1L1P,"ALG1 like 1, pseudogene"
54946,0.0,SLC41A3,solute carrier family 41 member 3
105374085,0.0,LOC105374085,uncharacterized LOC105374085
112267887,0.0,SLC41A3-AS1,SLC41A3 antisense RNA 1
10840,0.0,ALDH1L1,aldehyde dehydrogenase 1 family member L1
100874204,0.0,ALDH1L1-AS1,ALDH1L1 antisense RNA 1
105374083,0.0,LOC105374083,uncharacterized LOC105374083
100862662,0.0,ALDH1L1-AS2,ALDH1L1 antisense RNA 2
107986124,0.0,LOC107986124,uncharacterized LOC107986124
28999,0.0,KLF15,KLF transcription factor 15
105374088,0.0,LOC105374088,uncharacterized LOC105374088
107986044,0.0,LOC107986044,uncharacterized LOC107986044
100506907,0.0,CFAP100-DT,CFAP100 divergent transcript
348807,0.0,CFAP100,cilia and flagella associated protein 100
79364,0.0,ZXDC,ZXD family zinc finger C
131669,0.0,UROC1,urocanate hydratase 1
166012,0.0,CHST13,carbohydrate sulfotransferase 13
152065,0.0,C3orf22,chromosome 3 open reading frame 22
105374090,0.0,LOC105374090,uncharacterized LOC105374090
114112,0.0,TXNRD3,thioredoxin reductase 3
255330,0.0,NUP210P1,nucleoporin 210 pseudogene 1
84303,0.0,CHCHD6,coiled-coil-helix-coiled-coil-helix domain containing 6
5361,0.0,PLXNA1,plexin A1
285311,0.0,PRR23E,PRR23 family member E
100419008,0.0,PRR20G,proline rich 20G
101927123,0.0,LINC02016,long intergenic non-protein coding RNA 2016
105374094,0.0,LOC105374094,uncharacterized LOC105374094
101927149,0.0,LINC01471,long intergenic non-protein coding RNA 1471
107986125,0.0,LINC02034,long intergenic non-protein coding RNA 2034
131601,0.0,TPRA1,transmembrane protein adipocyte associated 1
102466199,0.0,MIR6825,microRNA 6825
102465857,0.0,MIR7976,microRNA 7976
4171,0.0,MCM2,minichromosome maintenance complex component 2
107986126,0.0,LOC107986126,uncharacterized LOC107986126
50512,0.0,PODXL2,podocalyxin like 2
80325,0.0,ABTB1,ankyrin repeat and BTB domain containing 1
11343,0.0,MGLL,monoglyceride lipase
107986127,0.0,LOC107986127,uncharacterized LOC107986127
107986129,0.0,LOC107986129,uncharacterized LOC107986129
105374096,0.0,LOC105374096,uncharacterized LOC105374096
166348,0.0,KBTBD12,kelch repeat and BTB domain containing 12
102723759,0.0,LOC102723759,uncharacterized LOC102723759
29927,0.0,SEC61A1,SEC61 translocon subunit alpha 1
100874089,0.0,RUVBL1-AS1,RUVBL1 antisense RNA 1
60678,0.0,EEFSEC,"eukaryotic elongation factor, selenocysteine-tRNA specific"
165721,0.0,DNAJB8,DnaJ heat shock protein family (Hsp40) member B8
285224,0.0,DNAJB8-AS1,DNAJB8 antisense RNA 1
2624,0.0,GATA2,GATA binding protein 2
101927167,0.0,GATA2-AS1,GATA2 antisense RNA 1
90246,0.0,LOC90246,uncharacterized LOC90246
23434,0.0,LINC01565,long intergenic non-protein coding RNA 1565
6184,0.0,RPN1,ribophorin I
7879,0.0,RAB7A,"RAB7A, member RAS oncogene family"
113219457,0.0,MIR12124,microRNA 12124
653712,0.0,IFT122P3,IFT122 pseudogene 3
28976,0.0,ACAD9,acyl-CoA dehydrogenase family member 9
57501,0.0,CFAP92,cilia and flagella associated protein 92 (putative)
79825,0.0,EFCC1,EF-hand and coiled-coil domain containing 1
2815,0.0,GP9,glycoprotein IX platelet
100534599,0.0,ISY1-RAB43,ISY1-RAB43 readthrough
339122,0.0,RAB43,"RAB43, member RAS oncogene family"
57461,0.0,ISY1,ISY1 splicing factor homolog
7555,0.0,CNBP,CCHC-type zinc finger nucleic acid binding protein
105374101,0.0,LOC105374101,uncharacterized LOC105374101
22820,0.0,COPG1,COPI coat complex subunit gamma 1
102465496,0.0,MIR6826,microRNA 6826
56941,0.0,HMCES,"5-hydroxymethylcytosine binding, ES cell specific"
8971,0.0,H1-10,H1.10 linker histone
339942,0.0,H1-10-AS1,H1-10 antisense RNA 1
132241,0.0,RPL32P3,ribosomal protein L32 pseudogene 3
677797,0.0,SNORA7B,"small nucleolar RNA, H/ACA box 7B"
90288,0.0,EFCAB12,EF-hand calcium binding domain 12
55764,0.0,IFT122,intraflagellar transport 122
6010,0.0,RHO,rhodopsin
132243,0.0,H1-8,H1.8 linker histone
23129,0.0,PLXND1,plexin D1
100507032,0.0,TMCC1-DT,TMCC1 divergent transcript
7200,0.0,TRH,thyrotropin releasing hormone
644974,0.0,ALG1L2,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2
105374105,0.0,LINC02014,long intergenic non-protein coding RNA 2014
729375,0.0,FAM86HP,"family with sequence similarity 86, member A pseudogene"
105374104,0.0,LINC02021,long intergenic non-protein coding RNA 2021
105374103,0.0,LOC105374103,
107986131,0.0,LOC107986131,uncharacterized LOC107986131
107986133,0.0,LOC107986133,uncharacterized LOC107986133
646300,0.0,COL6A4P2,collagen type VI alpha 4 pseudogene 2
105374106,0.0,LOC105374106,uncharacterized LOC105374106
256076,0.0,COL6A5,collagen type VI alpha 5 chain
131873,0.0,COL6A6,collagen type VI alpha 6 chain
30849,0.0,PIK3R4,phosphoinositide-3-kinase regulatory subunit 4
107986023,0.0,LOC107986023,uncharacterized LOC107986023
105374107,0.0,LOC105374107,uncharacterized LOC105374107
105374108,0.0,LOC105374108,uncharacterized LOC105374108
27032,0.0,ATP2C1,ATPase secretory pathway Ca2+ transporting 1
28990,0.0,ASTE1,asteroid homolog 1
79858,0.0,NEK11,NIMA related kinase 11
107986024,0.0,LOC107986024,
339874,0.0,NUDT16-DT,NUDT16 divergent transcript
152195,0.0,NUDT16L2P,"nudix hydrolase 16 like 2, pseudogene"
107986025,0.0,LOC107986025,uncharacterized LOC107986025
105374110,0.0,LOC105374110,uncharacterized LOC105374110
11222,0.0,MRPL3,mitochondrial ribosomal protein L3
677836,0.0,SNORA58,"small nucleolar RNA, H/ACA box 58"
105374114,0.0,LOC105374114,uncharacterized LOC105374114
131034,0.0,CPNE4,copine 4
105374113,0.0,LOC105374113,uncharacterized LOC105374113
100847040,0.0,MIR5704,microRNA 5704
105374111,0.0,LOC105374111,uncharacterized LOC105374111
100189179,0.0,TRC-GCA6-1,tRNA-Cys (anticodon GCA) 6-1
100189250,0.0,TRC-GCA9-1,tRNA-Cys (anticodon GCA) 9-1
55,0.0,ACP3,acid phosphatase 3
23317,0.0,DNAJC13,DnaJ heat shock protein family (Hsp40) member C13
100532724,0.0,NPHP3-ACAD11,NPHP3-ACAD11 readthrough (NMD candidate)
84129,0.0,ACAD11,acyl-CoA dehydrogenase family member 11
51554,0.0,ACKR4,atypical chemokine receptor 4
79876,0.0,UBA5,ubiquitin like modifier activating enzyme 5
27031,0.0,NPHP3,nephrocystin 3
348808,0.0,NPHP3-AS1,NPHP3 antisense RNA 1
105374115,0.0,LOC105374115,uncharacterized LOC105374115
101927455,0.0,TMEM108-AS1,TMEM108 antisense RNA 1
101927432,0.0,LOC101927432,uncharacterized LOC101927432
8419,0.0,BFSP2,beaded filament structural protein 2
85003,0.0,BFSP2-AS1,BFSP2 antisense RNA 1
55573,0.0,CDV3,CDV3 homolog
11073,0.0,TOPBP1,DNA topoisomerase II binding protein 1
58477,0.0,SRPRB,SRP receptor subunit beta
105374116,0.0,LOC105374116,uncharacterized LOC105374116
51560,0.0,RAB6B,"RAB6B, member RAS oncogene family"
80111,0.0,C3orf36,chromosome 3 putative open reading frame 36
6578,0.0,SLCO2A1,solute carrier organic anion transporter family member 2A1
100507210,0.0,LINC02000,long intergenic non-protein coding RNA 2000
105374117,0.0,LOC105374117,uncharacterized LOC105374117
6259,0.0,RYK,receptor like tyrosine kinase
105374119,0.0,LINC02004,long intergenic non-protein coding RNA 2004
105374118,0.0,LOC105374118,uncharacterized LOC105374118
51421,0.0,AMOTL2,angiomotin like 2
102466744,0.0,MIR6827,microRNA 6827
100616281,0.0,MIR4788,microRNA 4788
2047,0.0,EPHB1,EPH receptor B1
105374121,0.0,LOC105374121,uncharacterized LOC105374121
105374120,0.0,LOC105374120,
102724019,0.0,LOC102724019,uncharacterized LOC102724019
105374122,0.0,LOC105374122,uncharacterized LOC105374122
105374123,0.0,LOC105374123,uncharacterized LOC105374123
105374124,0.0,LOC105374124,uncharacterized LOC105374124
5523,0.0,PPP2R3A,protein phosphatase 2 regulatory subunit B''alpha
107986135,0.0,LOC107986135,
55167,0.0,MSL2,MSL complex subunit 2
5096,0.0,PCCB,propionyl-CoA carboxylase subunit beta
10274,0.0,STAG1,stromal antigen 1
80723,0.0,SLC35G2,solute carrier family 35 member G2
101927597,0.0,NCK1-DT,NCK1 divergent transcript
4690,0.0,NCK1,NCK adaptor protein 1
107986136,0.0,IL20RB-AS1,IL20RB antisense RNA 1
53833,0.0,IL20RB,interleukin 20 receptor subunit beta
105374126,0.0,LOC105374126,uncharacterized LOC105374126
8403,0.0,SOX14,SRY-box transcription factor 14
100507274,0.0,LINC01210,long intergenic non-protein coding RNA 1210
51208,0.0,CLDN18,claudin 18
105374127,0.0,LOC105374127,uncharacterized LOC105374127
105374128,0.0,LOC105374128,uncharacterized LOC105374128
199221,0.0,DZIP1L,DAZ interacting zinc finger protein 1 like
51146,0.0,A4GNT,"alpha-1,4-N-acetylglucosaminyltransferase"
51163,0.0,DBR1,debranching RNA lariats 1
25852,0.0,ARMC8,armadillo repeat containing 8
22808,0.0,MRAS,muscle RAS oncogene homolog
105374129,0.0,LOC105374129,
83850,0.0,ESYT3,extended synaptotagmin 3
80321,0.0,CEP70,centrosomal protein 70
55179,0.0,FAIM,Fas apoptotic inhibitory molecule
103344930,0.0,LINC01391,long intergenic non-protein coding RNA 1391
668,0.0,FOXL2,forkhead box L2
401089,0.0,FOXL2NB,FOXL2 neighbor
729627,0.0,PRR23A,proline rich 23A
389151,0.0,PRR23B,proline rich 23B
389152,0.0,PRR23C,proline rich 23C
60467,0.0,BPESC1,"blepharophimosis, epicanthus inversus and ptosis candidate 1"
140464,0.0,PISRT1,PISRT1 lncRNA
56945,0.0,MRPS22,mitochondrial ribosomal protein S22
9276,0.0,COPB2,COPI coat complex subunit beta 2
5948,0.0,RBP2,retinol binding protein 2
5947,0.0,RBP1,retinol binding protein 1
349565,0.0,NMNAT3,nicotinamide nucleotide adenylyltransferase 3
64084,0.0,CLSTN2,calsyntenin 2
105374132,0.0,LOC105374132,uncharacterized LOC105374132
101927808,0.0,CLSTN2-AS1,CLSTN2 antisense RNA 1
102724068,0.0,LOC102724068,uncharacterized LOC102724068
287015,0.0,TRIM42,tripartite motif containing 42
55186,0.0,SLC25A36,solute carrier family 25 member 36
92369,0.0,SPSB4,splA/ryanodine receptor domain and SOCS box containing 4
92370,0.0,PXYLP1,2-phosphoxylose phosphatase 1
5922,0.0,RASA2,RAS p21 protein activator 2
646730,0.0,LINC02618,long intergenic non-protein coding RNA 2618
9616,0.0,RNF7,ring finger protein 7
131890,0.0,GRK7,G protein-coupled receptor kinase 7
105374134,0.0,LOC105374134,uncharacterized LOC105374134
483,0.0,ATP1B3,ATPase Na+/K+ transporting subunit beta 3
7029,0.0,TFDP2,transcription factor Dp-2
256356,0.0,GK5,glycerol kinase 5
54464,0.0,XRN1,5'-3' exoribonuclease 1
545,0.0,ATR,ATR serine/threonine kinase
5357,0.0,PLS1,plastin 1
105374136,0.0,LOC105374136,uncharacterized LOC105374136
7220,0.0,TRPC1,transient receptor potential cation channel subfamily C member 1
26577,0.0,PCOLCE2,procollagen C-endopeptidase enhancer 2
100507389,0.0,LOC100507389,uncharacterized LOC100507389
344838,0.0,PAQR9,progestin and adipoQ receptor family member 9
101927832,0.0,PAQR9-AS1,PAQR9 antisense RNA 1
100289361,0.0,LOC100289361,uncharacterized LOC100289361
105374138,0.0,LOC105374138,uncharacterized LOC105374138
9435,0.0,CHST2,carbohydrate sulfotransferase 2
105374137,0.0,LOC105374137,uncharacterized LOC105374137
285195,0.0,SLC9A9,solute carrier family 9 member A9
100885796,0.0,SLC9A9-AS1,SLC9A9 antisense RNA 1
102724120,0.0,LOC102724120,uncharacterized LOC102724120
205428,0.0,DIPK2A,divergent protein kinase domain 2A
105374140,0.0,LOC105374140,uncharacterized LOC105374140
105374139,0.0,LOC105374139,
105374141,0.0,LOC105374141,uncharacterized LOC105374141
105374142,0.0,LOC105374142,uncharacterized LOC105374142
105374143,0.0,LOC105374143,uncharacterized LOC105374143
105374144,0.0,LOC105374144,uncharacterized LOC105374144
107986138,0.0,LOC107986138,uncharacterized LOC107986138
109729161,0.0,LNCSRLR,lncRNA sorafenib resistance in renal cell carcinoma associated
5352,0.0,PLOD2,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"
105374145,0.0,LOC105374145,uncharacterized LOC105374145
57088,0.0,PLSCR4,phospholipid scramblase 4
57047,0.0,PLSCR2,phospholipid scramblase 2
5359,0.0,PLSCR1,phospholipid scramblase 1
389158,0.0,PLSCR5,phospholipid scramblase family member 5
101927866,0.0,LINC02010,long intergenic non-protein coding RNA 2010
112268449,0.0,LOC112268449,uncharacterized LOC112268449
84107,0.0,ZIC4,Zic family member 4
7545,0.0,ZIC1,Zic family member 1
440982,0.0,LOC440982,uncharacterized LOC440982
102724145,0.0,LOC102724145,uncharacterized LOC102724145
100507461,0.0,LINC02032,long intergenic non-protein coding RNA 2032
105374146,0.0,LINC02045,long intergenic non-protein coding RNA 2045
105374149,0.0,LINC02046,long intergenic non-protein coding RNA 2046
105374148,0.0,LOC105374148,uncharacterized LOC105374148
105374147,0.0,LOC105374147,uncharacterized LOC105374147
105374150,0.0,LOC105374150,uncharacterized LOC105374150
185,0.0,AGTR1,angiotensin II receptor type 1
1360,0.0,CPB1,carboxypeptidase B1
1359,0.0,CPA3,carboxypeptidase A3
107986045,0.0,LOC107986045,uncharacterized LOC107986045
6596,0.0,HLTF,helicase like transcription factor
100873945,0.0,HLTF-AS1,HLTF antisense RNA 1
84343,0.0,HPS3,HPS3 biogenesis of lysosomal organelles complex 2 subunit 1
1356,0.0,CP,ceruloplasmin
101927942,0.0,LOC101927942,uncharacterized LOC101927942
107986140,0.0,LOC107986140,uncharacterized LOC107986140
116441,0.0,TM4SF18,transmembrane 4 L six family member 18
4071,0.0,TM4SF1,transmembrane 4 L six family member 1
100874091,0.0,TM4SF1-AS1,TM4SF1 antisense RNA 1
105374151,0.0,LOC105374151,uncharacterized LOC105374151
7104,0.0,TM4SF4,transmembrane 4 L six family member 4
25937,0.0,WWTR1,WW domain containing transcription regulator 1
100128025,0.0,WWTR1-AS1,WWTR1 antisense RNA 1
51122,0.0,COMMD2,COMM domain containing 2
389161,0.0,ANKUB1,ankyrin repeat and ubiquitin domain containing 1
11342,0.0,RNF13,ring finger protein 13
105374152,0.0,LOC105374152,
5217,0.0,PFN2,profilin 2
105374153,0.0,LOC105374153,uncharacterized LOC105374153
107986046,0.0,LINC01998,long intergenic non-protein coding RNA 1998
105374313,0.0,LOC105374313,uncharacterized LOC105374313
101927992,0.0,LINC01213,long intergenic non-protein coding RNA 1213
101928022,0.0,LINC01214,long intergenic non-protein coding RNA 1214
105374154,0.0,LOC105374154,uncharacterized LOC105374154
107986141,0.0,LOC107986141,uncharacterized LOC107986141
107986142,0.0,LOC107986142,uncharacterized LOC107986142
9819,0.0,TSC22D2,TSC22 domain family member 2
27230,0.0,SERP1,stress associated endoplasmic reticulum protein 1
83939,0.0,EIF2A,eukaryotic translation initiation factor 2A
51714,0.0,SELENOT,selenoprotein T
131831,0.0,ERICH6,glutamate rich 6
101928085,0.0,ERICH6-AS1,ERICH6 antisense RNA 1
101928105,0.0,LOC101928105,uncharacterized LOC101928105
6478,0.0,SIAH2,siah E3 ubiquitin protein ligase 2
105374155,0.0,SIAH2-AS1,SIAH2 antisense RNA 1
646951,0.0,MINDY4B,MINDY family member 4B
7401,0.0,CLRN1,clarin 1
116933,0.0,CLRN1-AS1,CLRN1 antisense RNA 1
116931,0.0,MED12L,mediator complex subunit 12L
29909,0.0,GPR171,G protein-coupled receptor 171
9934,0.0,P2RY14,purinergic receptor P2Y14
53836,0.0,GPR87,G protein-coupled receptor 87
53829,0.0,P2RY13,purinergic receptor P2Y13
64805,0.0,P2RY12,purinergic receptor P2Y12
285313,0.0,IGSF10,immunoglobulin superfamily member 10
100847036,0.0,MIR5186,microRNA 5186
105374157,0.0,LOC105374157,uncharacterized LOC105374157
105374158,0.0,LINC02066,long intergenic non-protein coding RNA 2066
344752,0.0,AADACL2,arylacetamide deacetylase like 2
101928142,0.0,AADACL2-AS1,AADACL2 antisense RNA 1
201651,0.0,AADACP1,arylacetamide deacetylase pseudogene 1
105374160,0.0,LOC105374160,
13,0.0,AADAC,arylacetamide deacetylase
56670,0.0,SUCNR1,succinate receptor 1
105374159,0.0,LOC105374159,uncharacterized LOC105374159
107986047,0.0,LOC107986047,uncharacterized LOC107986047
101928166,0.0,LOC101928166,uncharacterized LOC101928166
4154,0.0,MBNL1,muscleblind like splicing regulator 1
401093,0.0,MBNL1-AS1,MBNL1 antisense RNA 1
105374162,0.0,LOC105374162,
645843,0.0,TMEM14EP,"transmembrane protein 14E, pseudogene"
105374163,0.0,LOC105374163,uncharacterized LOC105374163
102724289,0.0,LOC102724289,uncharacterized LOC102724289
5028,0.0,P2RY1,purinergic receptor P2Y1
5912,0.0,RAP2B,"RAP2B, member of RAS oncogene family"
105374164,0.0,LOC105374164,uncharacterized LOC105374164
105374166,0.0,LOC105374166,uncharacterized LOC105374166
105374165,0.0,LINC02006,long intergenic non-protein coding RNA 2006
107986147,0.0,LINC02083,long intergenic non-protein coding RNA 2083
152118,0.0,LINC02877,long intergenic non-protein coding RNA 2877
100507524,0.0,ARHGEF26-AS1,ARHGEF26 antisense RNA 1
26084,0.0,ARHGEF26,Rho guanine nucleotide exchange factor 26
105374167,0.0,LOC105374167,uncharacterized LOC105374167
170506,0.0,DHX36,DEAH-box helicase 36
344758,0.0,GPR149,G protein-coupled receptor 149
105374170,0.0,LOC105374170,uncharacterized LOC105374170
4311,0.0,MME,membrane metalloendopeptidase
101928190,0.0,LINC01487,long intergenic non-protein coding RNA 1487
100507537,0.0,STRIT1,small transmembrane regulator of ion transport 1
105374172,0.0,LOC105374172,uncharacterized LOC105374172
23007,0.0,PLCH1,phospholipase C eta 1
100874036,0.0,PLCH1-AS2,PLCH1 antisense RNA 2
285315,0.0,C3orf33,chromosome 3 open reading frame 33
9197,0.0,SLC33A1,solute carrier family 33 member 1
105374174,0.0,LOC105374174,uncharacterized LOC105374174
8833,0.0,GMPS,guanine monophosphate synthase
7881,0.0,KCNAB1,potassium voltage-gated channel subfamily A regulatory beta subunit 1
100874083,0.0,KCNAB1-AS2,KCNAB1 antisense RNA 2
100874084,0.0,KCNAB1-AS1,KCNAB1 antisense RNA 1
6747,0.0,SSR3,signal sequence receptor subunit 3
100287227,0.0,TIPARP-AS1,TIPARP antisense RNA 1
25976,0.0,TIPARP,TCDD inducible poly(ADP-ribose) polymerase
107986148,0.0,LOC107986148,replaced by ID 25976
647033,0.0,PA2G4P4,proliferation-associated 2G4 pseudogene 4
389170,0.0,LEKR1,"leucine, glutamate and lysine rich 1"
339894,0.0,LINC00880,long intergenic non-protein coding RNA 880
100498859,0.0,LINC00881,long intergenic non-protein coding RNA 881
57018,0.0,CCNL1,cyclin L1
101928236,0.0,LOC101928236,uncharacterized LOC101928236
105374179,0.0,LOC105374179,uncharacterized LOC105374179
79674,0.0,VEPH1,ventricular zone expressed PH domain containing 1
5806,0.0,PTX3,pentraxin 3
152078,0.0,SLC66A1L,solute carrier family 66 member 1 like
